NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
1096,CC[C@H](C1=CC=C(C=C1)Cl)O,57.1,HP_chiral_20β,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,CC[C@@H](C1=CC=C(C=C1)Cl)O,60.5,HP_chiral_20β,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,CC(=CCC[C@](C)(C=C)O)C,14.79,HP_chiral_20β,80,2,2,16,0,20,4.4,2,0,0,0,0,0,0
1099,CC(=CCC[C@@](C)(C=C)O)C,14.94,HP_chiral_20β,80,2,2,16,0,20,4.4,2,0,0,0,0,0,0
1100,C[C@H](CC(C)C)N,13.91,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1101,C[C@@H](CC(C)C)N,13.67,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1102,CC[C@H](C)C[C@H](C)N,18.5,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1103,CC[C@@H](C)C[C@H](C)N,18.8,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1104,CC[C@H](C)C[C@@H](C)N,19.6,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1105,CC[C@@H](C)C[C@@H](C)N,19.9,HP_chiral_20β,45,1,2,17.5,0,8,22.5,10,0,0,0,0,0,0
1106,CC1=CC[C@@H]2C[C@H]1C2(C)C,15.63,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1107,CC1=CC[C@H]2C[C@@H]1C2(C)C,15.96,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1108,CC(C)[C@]12CCC(=C)[C@H]1C2,17.8,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1109,CC(C)[C@@]12CCC(=C)[C@@H]1C2,16.99,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1110,CC1([C@@H]2CC[C@@H](C2)C1=C)C,18.3,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1111,CC1([C@H]2CC[C@H](C2)C1=C)C,17.9,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1112,CC1([C@@H]2CCC(=C)[C@H]1C2)C,19.24,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1113,CC1([C@H]2CCC(=C)[C@@H]1C2)C,19.5,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1114,CC1=CC[C@@H](CC1)C(=C)C,20.22,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1115,CC1=CC[C@H](CC1)C(=C)C,20.52,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1116,CC1=CC[C@@](CC1)(C(C)C)O,36.85,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1117,CC1=CC[C@](CC1)(C(C)C)O,37.08,HP_chiral_20β,50,1,85,0,0,0,0,0,0,0,0,0,0,0
1118,CC1=CC[C@H]2C[C@@H]1C2(C)C,15.627,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1119,CC1=CC[C@@H]2C[C@H]1C2(C)C,15.964,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1120,CC1([C@@H]2CCC(=C)[C@H]1C2)C,19.24,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1121,CC1([C@H]2CCC(=C)[C@@H]1C2)C,19.5,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1122,CC1=CC[C@@H](CC1)C(=C)C,20.22,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1123,CC1=CC[C@H](CC1)C(=C)C,20.52,HP_chiral_20β,50,0,2,85,1,0,0,0,0,0,0,0,0,0
1124,ClC[C@@H](Br)CBr,9.25,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1125,ClC[C@H](Br)CBr,9.25,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1126,CCOP(=S)(OCC)O[C@@H](Cl)C(Cl)(Cl)Cl,19.489,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1127,CCOP(=S)(OCC)O[C@H](Cl)C(Cl)(Cl)Cl,19.489,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1128,COP(=O)(OC)OC1=C(Cl)[C@H]2C=CC[C@H]12,21.154,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1129,COP(=O)(OC)OC1=C(Cl)[C@@H]2C=CC[C@H]12,21.154,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1130,COP(=O)(OC)OC1=C(Cl)[C@H]2C=CC[C@@H]12,21.154,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1131,COP(=O)(OC)OC1=C(Cl)[C@@H]2C=CC[C@@H]12,21.154,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1132,CO[P@]1(=S)OCc2ccccc2O1,30.04,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1133,CO[P@@]1(=S)OCc2ccccc2O1,30.04,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1134,CCO[P@](=S)(CC)Sc1ccccc1,31.314,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1135,CCO[P@@](=S)(CC)Sc1ccccc1,31.314,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1136,C=C[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,38.652,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1137,C=C[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,38.652,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1138,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,47.556,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1139,CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,47.556,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1140,CCO[C@H]1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,49.042,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1141,CCO[C@@H]1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,49.042,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1142,CCOC(=O)[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,52.526,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1143,CCOC(=O)[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,52.526,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1144,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,53.222,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1145,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,53.406,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1146,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,56.121,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1147,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,56.121,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1148,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,56.121,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1149,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,56.121,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1150,C[C@@]12C[C@]1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,56.508,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1151,C[C@@]12C[C@@]1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,56.508,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1152,C[C@]12C[C@]1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,56.508,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1153,C[C@]12C[C@@]1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,56.508,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1154,CCOC(=O)[C@@H](SP(=S)(OC)OC)c1ccccc1,56.836,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1155,CCOC(=O)[C@H](SP(=S)(OC)OC)c1ccccc1,56.836,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1156,CCCS[P@](=S)(OCC)Oc1ccc(Cl)cc1Cl,58.302,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1157,CCCS[P@@](=S)(OCC)Oc1ccc(Cl)cc1Cl,58.302,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1158,CCN(CC)C(=O)[C@H](C)Oc1cccc2ccccc12,60.66,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1159,CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,60.66,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1160,CCO[P@@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],60.989,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1161,CCO[P@@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],60.989,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1162,CCO[P@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],60.989,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1163,CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],60.989,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1164,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,62.034,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1165,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,62.034,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1166,CCCS[P@](=O)(OCC)Oc1ccc(Br)cc1Cl,62.199,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1167,CCCS[P@@](=O)(OCC)Oc1ccc(Br)cc1Cl,62.199,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1168,CCCC[C@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,62.777,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1169,CCCC[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,62.777,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1170,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,63.228,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1171,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,63.228,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1172,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,65.425,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1173,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,65.425,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1174,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,65.425,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1175,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,65.425,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1176,CC(C)C[C@H](C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,73.818,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1177,CC(C)C[C@@H](C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,73.818,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1178,COC(=O)[C@@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,75.758,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1179,COC(=O)[C@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,75.758,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1180,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,77.96,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1181,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,77.96,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1182,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,78.531,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1183,CC(=C[C@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,78.531,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1184,CC(=C[C@@H]1[C@@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,78.531,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1185,CC(=C[C@H]1[C@@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,78.531,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1186,CCO[P@@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,81.082,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1187,CCO[P@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,81.082,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1188,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,81.49,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1189,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,81.49,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1190,C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,82.821,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1191,C#CCOC(=O)[C@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,82.821,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1192,CCCCC[C@H](C)OC(=O)COc1ccc(Cl)c2cccnc12,86.285,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1193,CCCCC[C@@H](C)OC(=O)COc1ccc(Cl)c2cccnc12,86.285,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1194,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,86.548,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1195,CC1(C)C(C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,86.548,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1196,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@@H]1C,86.955,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1197,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@H]1C,86.955,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1198,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,87.625,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1199,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,87.625,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1200,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,88.709,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1201,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,88.709,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1202,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,89.932,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1203,CCO[P@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,89.932,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1204,CC1(C)CC[C@@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,92.967,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1205,CC1(C)CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,92.967,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1206,CC1(C)CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,92.967,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1207,CC1(C)CC[C@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,92.967,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1208,CCCCOC(=O)[C@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,99.164,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1209,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,99.164,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1210,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,102.796,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1211,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,102.796,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1212,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,104.239,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1213,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,104.239,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1214,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,107.21,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1215,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,107.21,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1216,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,115.064,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1217,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,115.064,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1218,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,120.024,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1219,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,120.024,HP_chiral_20β,40,2,20,6,1,1,80,71,0,0,0,0,0,0
1220,CC(C)=CCC[C@@H](C)CCO,10.069,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1221,CC(C)=CCC[C@H](C)CCO,10.069,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1222,C[C@@H](CC=O)CCCC(C)(C)O,11.713,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1223,C[C@H](CC=O)CCCC(C)(C)O,11.713,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1224,CCCC[C@H](CC)COC(=O)c1ccccc1O,27.043,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1225,CCCC[C@@H](CC)COC(=O)c1ccccc1O,27.043,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1226,CCCC[C@H](CC)COC(=O)c1ccc(N(C)C)cc1,67.026,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1227,CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)cc1,67.026,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1228,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,62.377,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1229,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,62.377,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1230,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,62.377,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1231,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,62.377,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1232,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,70.588,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1233,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,70.588,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1234,CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,71.259,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1235,CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,71.259,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1236,CCCC[C@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,101.771,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1237,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,101.771,HP_chiral_20β,40,2,20,6,1,1,80,30,0,0,0,0,0,0
1238,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,90.897,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1239,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,90.993,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1240,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,95.553,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1241,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,96.119,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1242,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,107.058,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1243,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,107.058,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1244,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,111.777,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1245,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,111.777,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1246,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,112.643,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1247,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,112.643,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1248,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,127.603,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1249,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,127.603,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1250,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,130.472,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1251,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,130.472,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1252,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,137.839,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1253,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,137.839,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1254,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,142.58,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1255,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,142.58,HP_chiral_20β,40,2,2,100,58,0,0,0,0,0,0,0,0,0
1256,FC(F)C(F)(F)OC[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl,42.595,HP_chiral_20β,40,2,5,40,78,0,0,0,0,0,0,0,0,0
1257,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl,42.595,HP_chiral_20β,40,2,5,40,78,0,0,0,0,0,0,0,0,0
